¹	D7 D6 D5 D4 D3 D2 D1 D0 HEX
1815	0  1  1  0  1  1  0  0  0x6C
1816	0  0  0  1  0  0  1  0  0x12
1817	0  0  1  0  0  1  1  1  0x27
1818	0  0  1  1  1  1  1  0  0x3E
1819	1  1  1  0  0  0  1  0  0xE2
1820	0  0  0  1  1  0  0  0  0x18
1821	0  0  0  0  0  1  1  1  0x07
1822	1  0  0  0  0  1  1  1  0x87
1823	1  0  0  0  1  0  1  0  0x8A
1824	1  1  1  0  0  0  1  1  0xE3
1825	0  0  1  1  0  0  1  0  0x32
1826	1  0  1  0  1  1  1  1  0xAF
1827	1  1  0  0  1  0  1  1  0xCB
1828	0  0  1  1  0  1  0  1  0x35
1829	1  1  0  0  1  0  1  1  0xCB
1830	1  1  0  1  1  1  1  0  0xDE
1831	0  0  0  0  1  1  0  1  0x0D
1832	0  1  1  0  0  0  0  1  0x61
1833	1  0  1  1  0  0  0  0  0xB0
1834	0  0  0  1  1  1  1  0  0x1E
1835	0  1  0  0  0  0  1  0  0x42
1836	0  1  0  0  0  0  0  0  0x40
1837	1  0  1  0  1  1  1  0  0xAE
1838	0  1  1  1  1  0  0  1  0x79
1839	1  0  1  1  0  1  1  1  0xB7
1840	0  1  1  1  0  1  0  0  0x74
1841	1  1  1  0  0  1  0  0  0xE4
1842	0  1  0  1  0  1  0  0  0x54
1843	0  0  0  1  1  1  0  1  0x1D
1844	1  1  0  1  1  1  0  0  0xDC
1845	0  1  1  1  0  1  0  1  0x75
1846	0  0  0  0  1  0  1  1  0x0B
1847	1  1  0  1  0  0  1  1  0xD3
1848	0  1  0  1  1  0  0  0  0x58
1849	0  1  1  1  0  0  1  0  0x72
1850	1  1  0  0  1  1  1  0  0xCE
1851	0  1  1  1  0  1  1  0  0x76
1852	1  0  1  1  1  1  1  0  0xBE
1853	0  0  0  0  0  1  1  0  0x06
1854	1  0  1  1  1  1  0  0  0xBC
1855	1  0  1  0  1  0  1  1  0xAB
1856	0  0  0  1  1  1  0  1  0x1D
1857	1  1  1  0  0  0  1  1  0xE3
1858	0  0  1  1  1  1  1  0  0x3E
1859	0  0  1  0  1  1  0  0  0x2C
1860	0  0  1  1  0  0  0  1  0x31
1861	1  1  1  0  1  1  0  1  0xED
1862	1  0  1  0  0  1  0  1  0xA5
1863	0  0  0  1  0  0  0  1  0x11
1864	0  0  1  0  0  1  1  0  0x26
1865	0  0  1  0  0  1  1  0  0x26
1866	0  0  0  0  0  1  1  1  0x07
1867	0  1  1  0  0  0  0  1  0x61
1868	1  0  0  1  0  0  0  1  0x91
1869	1  1  0  1  1  0  1  0  0xDA
1870	0  1  0  1  0  1  1  0  0x56
1871	1  1  0  1  1  0  0  0  0xD8
1872	1  0  1  0  1  1  0  0  0xAC
1873	0  0  0  0  1  0  1  1  0x0B
1874	1  1  0  0  0  0  1  1  0xC3
1875	1  1  1  1  1  0  1  1  0xFB
1876	1  1  0  1  0  0  1  0  0xD2
1877	0  0  0  1  1  1  1  1  0x1F
1878	0  1  0  1  0  0  1  0  0x52
1879	0  1  0  1  1  0  1  0  0x5A
1880	0  0  1  1  1  0  1  1  0x3B
1881	1  1  0  0  1  0  0  1  0xC9
1882	1  0  1  1  1  1  1  0  0xBE
1883	0  0  1  0  0  1  0  1  0x25
1884	1  1  1  1  1  0  0  1  0xF9
1885	0  0  1  1  0  1  0  1  0x35
1886	1  0  0  0  1  1  1  1  0x8F
1887	1  1  1  1  0  0  1  1  0xF3
1888	0  0  1  1  0  0  1  0  0x32
1889	0  1  1  1  0  1  1  1  0x77
1890	0  1  1  1  1  0  1  0  0x7A
1891	1  1  0  0  1  1  1  0  0xCE
1892	1  0  0  1  1  1  1  1  0x9F
1893	0  0  1  1  0  1  0  1  0x35
1894	1  1  1  1  1  0  0  1  0xF9
1895	1  0  0  0  0  0  1  0  0x82
1896	0  1  0  0  0  1  1  0  0x46
1897	1  0  0  1  0  1  0  0  0x94
1898	0  0  1  0  1  0  1  1  0x2B
1899	0  0  1  0  0  1  1  1  0x27
1900	0  1  1  1  0  1  0  0  0x74
1901	0  1  1  0  0  0  0  1  0x61
1902	1  1  1  0  1  1  1  0  0xEE
1903	1  1  1  0  1  1  0  0  0xEC
1904	1  1  1  1  1  1  0  1  0xFD
1905	1  0  0  0  0  0  0  1  0x81
1906	0  0  1  1  1  0  1  0  0x3A
1907	0  0  1  0  0  1  1  1  0x27
1908	1  0  1  1  0  1  1  1  0xB7
1909	1  0  0  1  1  0  1  1  0x9B
1910	1  1  0  0  0  0  0  1  0xC1
1911	1  0  0  1  1  0  1  0  0x9A
1912	0  0  1  1  0  1  0  1  0x35
1913	0  0  0  0  0  0  1  1  0x03
1914	1  1  0  0  0  1  0  1  0xC5
1915	0  0  0  0  1  0  0  0  0x08
1916	1  1  0  0  0  0  0  0  0xC0
1917	1  1  1  0  1  0  1  0  0xEA
1918	0  0  1  1  1  0  0  1  0x39
1919	1  1  1  1  1  0  0  1  0xF9
1920	1  0  0  1  1  1  0  0  0x9C
1921	1  1  0  0  0  1  0  1  0xC5
1922	0  0  0  1  1  0  1  1  0x1B
1923	1  1  0  0  1  0  0  1  0xC9
1924	0  1  1  1  1  0  0  1  0x79
1925	1  1  1  1  1  0  1  0  0xFA
1926	0  0  0  1  0  0  0  1  0x11
1927	1  1  1  1  0  1  1  1  0xF7
1928	0  0  1  1  0  1  1  1  0x37
1929	1  1  0  1  0  0  1  0  0xD2
1930	0  1  0  0  0  0  1  0  0x42
1931	1  0  1  0  1  1  0  0  0xAC
1932	1  1  0  1  1  1  1  0  0xDE
1933	1  0  0  1  1  0  1  1  0x9B
1934	0  1  1  1  1  0  0  0  0x78
1935	1  0  0  0  1  0  1  0  0x8A
1936	1  1  0  1  1  1  1  0  0xDE
1937	0  0  0  1  1  1  0  1  0x1D
1938	0  1  1  1  0  0  1  1  0x73
1939	1  0  1  1  1  0  0  0  0xB8
1940	1  0  0  0  0  0  1  1  0x83
1941	0  0  1  1  1  1  1  1  0x3F
1942	1  0  0  1  0  0  0  0  0x90
1943	0  0  1  0  1  0  1  1  0x2B
1944	1  0  1  1  1  1  0  0  0xBC
1945	1  1  1  1  1  0  1  0  0xFA
1946	1  0  0  1  1  0  1  1  0x9B
1947	0  0  1  1  0  1  1  0  0x36
1948	0  0  0  0  1  1  0  1  0x0D
1949	0  1  1  1  1  1  1  1  0x7F
1950	1  1  1  1  0  0  0  1  0xF1
1951	0  1  0  1  0  1  0  1  0x55
1952	1  1  0  1  0  0  0  1  0xD1
1953	1  0  1  0  0  1  0  0  0xA4
1954	1  1  0  1  1  0  1  0  0xDA
1955	0  0  1  1  0  1  1  0  0x36
1956	1  0  1  1  0  1  0  1  0xB5
1957	1  0  0  1  0  1  0  1  0x95
1958	0  0  1  0  0  1  0  1  0x25
1959	0  0  0  0  1  0  0  1  0x09
1960	0  1  1  1  0  0  1  0  0x72
1961	1  0  1  1  1  0  0  0  0xB8
1962	0  0  0  0  0  1  0  1  0x05
1963	0  0  0  0  1  0  0  1  0x09
1964	1  1  0  0  1  0  1  0  0xCA
1965	1  1  1  0  0  0  0  0  0xE0
1966	0  0  1  0  1  1  0  0  0x2C
1967	0  1  0  0  1  0  1  1  0x4B
1968	1  1  0  0  0  1  1  0  0xC6
1969	1  0  1  1  0  1  1  0  0xB6
1970	0  0  1  0  0  1  1  0  0x26
1971	1  1  0  0  0  1  1  1  0xC7
1972	0  0  1  0  1  1  1  0  0x2E
1973	0  1  1  0  0  1  0  1  0x65
1974	1  1  1  1  0  1  1  1  0xF7
1975	1  0  1  0  0  1  0  0  0xA4
1976	0  1  0  0  1  0  0  1  0x49
1977	1  0  0  0  0  1  0  1  0x85
1978	1  1  1  1  1  0  0  0  0xF8
1979	1  1  0  0  1  0  0  0  0xC8
1980	1  1  0  1  0  1  1  0  0xD6
1981	0  1  0  0  1  0  1  0  0x4A
1982	1  1  1  0  1  1  1  1  0xEF
1983	1  0  1  0  0  0  0  0  0xA0
1984	0  1  0  0  1  0  1  0  0x4A
1985	1  1  1  0  1  1  1  0  0xEE
1986	0  1  1  0  1  1  1  0  0x6E
1987	0  0  1  0  1  1  0  1  0x2D
1988	0  1  0  0  1  1  0  0  0x4C
1989	0  1  0  1  1  1  0  0  0x5C
1990	0  1  1  0  1  1  1  0  0x6E
1991	0  1  0  1  0  0  0  0  0x50
1992	0  1  1  0  1  1  1  1  0x6F
1993	0  0  0  1  1  1  1  0  0x1E
1994	0  0  1  0  1  0  1  1  0x2B
1995	0  1  0  1  0  1  1  0  0x56
1996	0  0  1  0  1  1  1  1  0x2F
1997	1  0  0  0  1  0  0  0  0x88
1998	0  1  0  0  0  0  1  0  0x42
1999	1  1  0  0  0  1  1  1  0xC7
2000	0  0  1  0  1  1  1  0  0x2E
2001	0  0  1  0  0  1  1  0  0x26
2002	0  0  0  0  1  0  0  1  0x09
2003	0  1  1  0  1  0  1  1  0x6B
2004	1  0  1  0  1  1  1  1  0xAF
2005	0  1  1  0  0  1  0  0  0x64
2006	0  0  1  0  1  1  1  1  0x2F
2007	1  0  0  1  1  1  1  0  0x9E
2008	0  1  0  1  0  0  1  1  0x53
2009	0  1  1  1  1  1  0  0  0x7C
2010	1  0  0  1  0  1  0  1  0x95
2011	1  1  0  1  0  1  1  0  0xD6
2012	0  0  0  1  0  1  0  0  0x14
2013	1  0  1  0  0  1  0  1  0xA5
2014	0  1  1  0  1  1  0  0  0x6C
2015	0  1  1  1  0  0  1  0  0x72
2016	0  1  1  1  1  1  1  1  0x7F
2017	0  1  1  1  1  0  1  0  0x7A
2018	1  0  0  0  1  1  1  1  0x8F
2019	1  1  0  0  0  1  0  1  0xC5
2020	0  0  1  1  0  1  1  0  0x36
2021	1  0  1  0  1  0  0  0  0xA8
2022	0  0  1  0  0  0  1  1  0x23
2023	0  1  1  0  0  0  1  1  0x63
2024	1  0  1  0  0  1  0  1  0xA5
2025	1  1  0  1  1  1  0  0  0xDC
2026	0  1  1  0  1  1  0  1  0x6D
2027	1  0  1  0  1  0  1  1  0xAB
2028	0  0  0  0  0  1  0  0  0x04
2029	1  1  1  0  1  1  0  0  0xEC
2030	1  1  1  1  0  0  1  1  0xF3
2031	1  0  0  1  0  1  0  1  0x95
2032	1  0  0  0  1  1  1  0  0x8E
2033	0  1  0  0  0  1  0  0  0x44
2034	1  1  0  1  0  1  1  0  0xD6
2035	1  0  1  1  1  1  0  1  0xBD
2036	0  0  0  0  0  0  0  0  0x00
2037	1  0  0  1  0  0  1  1  0x93
2038	0  1  1  0  1  1  1  1  0x6F
2039	1  0  1  1  0  0  0  0  0xB0
2040	0  1  0  1  0  1  0  0  0x54
2041	1  0  1  1  0  1  1  1  0xB7
2042	0  0  1  0  1  0  0  1  0x29
2043	0  1  1  1  0  1  1  1  0x77
2044	1  0  1  1  1  1  1  1  0xBF
2045	1  1  1  0  0  1  1  1  0xE7
2046	1  0  0  1  1  1  1  1  0x9F
2047	0  1  1  0  0  0  1  0  0x62
